age,salary,credit_score,employment_months,existing_emi,loan_amount,default_history,missed_payments,bank_balance,loan_purpose,approved
21,162356,637,53,950,924285,0,1,268906,Home,1
50,173053,602,30,9670,897114,1,4,87197,Home,0
40,113182,606,29,4209,624197,0,0,549894,Home,0
52,201200,634,111,5953,535681,1,6,975129,Car,0
31,191877,644,70,6358,788692,0,0,559525,Business,1
41,49165,617,32,2100,56630,1,3,207795,Personal,0
41,94899,709,36,279,406817,0,0,441985,Home,1
45,90722,697,154,2960,440380,0,1,350239,Business,1
27,110017,674,58,68,198747,1,2,20472,Car,0
48,63744,770,184,1436,52063,0,3,56474,Medical,1
18,132973,657,111,3618,707491,0,1,259677,Home,1
32,90338,750,130,2057,330650,0,0,45258,Business,1
21,152094,681,137,1758,202005,0,2,352518,Education,1
50,105856,602,119,2158,394537,1,8,481303,Car,0
45,89564,662,88,1597,343561,0,0,293049,Business,1
45,151224,566,51,501,128310,1,4,417970,Medical,0
58,92661,697,81,3460,154165,0,1,410698,Personal,1
36,131974,631,312,4781,193320,0,1,395704,Personal,1
47,91539,751,53,0,395950,0,1,402364,Home,1
41,191288,599,24,1707,199830,0,0,528748,Personal,1
39,69956,630,53,606,55692,1,2,231263,Education,0
56,32676,584,39,565,49076,0,0,90682,Car,0
65,125363,710,141,7840,133431,0,1,457340,Personal,1
35,102663,758,21,3532,355148,0,1,320177,Car,1
50,70772,688,67,2553,159610,1,3,280716,Car,0
44,152738,619,113,8160,1251023,0,0,710125,Home,0
44,98800,588,80,1503,168914,0,0,269519,Personal,0
43,103455,716,31,116,188801,0,1,127641,Personal,1
36,105663,579,98,2564,292622,0,0,471666,Business,0
18,80091,767,99,782,73764,0,0,67319,Personal,1
58,32525,721,127,504,219236,0,2,181376,Home,0
32,65269,670,157,1619,74356,0,1,271967,Education,1
37,139263,686,129,7219,198992,0,1,324015,Car,1
37,87713,751,97,1386,231812,0,0,29334,Car,1
31,69063,553,44,1087,116808,0,1,202260,Car,0
43,114932,698,206,3449,872547,0,2,521220,Home,1
39,93720,563,45,1594,458025,0,3,15992,Business,0
31,114278,613,38,3902,227207,1,2,85693,Personal,0
42,185102,742,53,4327,1111359,0,2,837577,Home,1
40,82868,681,131,1001,477255,1,0,318821,Home,1
51,76371,617,92,1386,69114,0,3,409332,Personal,1
24,106894,716,33,2138,597352,0,1,256192,Home,1
30,82245,644,17,865,475861,1,7,151815,Home,0
49,97372,750,129,2573,111721,0,0,495677,Education,1
32,52563,570,19,1048,70885,1,2,29331,Personal,0
29,84637,624,122,1019,69872,1,3,75533,Medical,0
33,72815,713,151,5277,311916,0,0,266714,Home,0
39,55081,660,132,2626,58212,0,0,220345,Medical,0
39,92221,501,45,4819,90812,1,1,225691,Medical,0
37,58258,493,69,1397,205390,1,5,261779,Home,0
28,32644,663,210,1907,220896,0,0,120955,Home,0
49,67714,823,181,700,445253,0,0,119900,Business,1
56,80567,632,82,3649,274326,0,0,314524,Car,1
18,102428,671,43,1118,134694,0,1,203528,Car,1
21,139731,768,226,7241,1036655,0,0,126636,Home,1
52,50528,671,43,1196,267257,0,4,164995,Business,0
59,111234,574,127,2697,152335,0,2,202242,Education,1
18,88982,622,25,2032,168038,0,1,38465,Home,1
50,76316,651,24,3639,166611,0,0,191865,Car,0
60,103551,760,96,1551,106309,0,1,241543,Personal,1
30,98277,781,48,5076,166879,0,2,284997,Personal,1
59,101421,756,196,1453,173601,0,0,21800,Personal,1
38,134279,791,42,5219,166941,0,1,633060,Personal,1
44,60289,737,154,1670,471492,0,1,108996,Home,0
31,120687,668,29,5731,623558,0,1,17249,Home,0
52,125689,642,28,6149,112758,1,4,643769,Personal,0
50,123507,747,58,3268,116988,0,2,469180,Education,1
61,160851,560,96,5382,257032,1,4,734380,Car,0
57,139283,708,154,2285,897561,0,0,422478,Home,1
40,82944,603,43,231,75573,0,2,178277,Personal,1
65,147297,677,22,4192,739264,1,1,310725,Home,0
56,88548,569,87,2277,80830,1,4,314744,Personal,0
46,78625,832,22,708,508368,0,0,247071,Home,1
28,43726,570,42,2506,48447,1,3,136319,Personal,0
22,81144,602,102,1820,686096,0,0,247281,Home,1
23,42146,687,48,903,55358,0,1,20509,Personal,1
29,150994,702,67,2012,1161214,0,1,315503,Home,1
57,124719,679,100,5372,226867,0,2,314120,Car,1
46,158723,624,110,2831,933197,0,0,334975,Home,1
33,142493,664,210,4416,1102038,0,5,623705,Home,1
38,58714,589,88,1426,356887,0,2,16740,Home,0
37,70993,677,37,2133,88262,0,1,180173,Education,1
50,114653,671,110,4411,185702,0,3,281089,Personal,1
29,75741,618,33,3379,583805,1,3,44246,Home,0
44,76291,685,118,321,613378,0,1,383693,Home,1
44,167390,598,84,4948,175048,1,3,27123,Personal,0
30,161964,634,161,8068,136815,0,0,281155,Personal,1
59,85408,617,65,2383,355457,0,0,316014,Home,0
36,68479,648,50,4109,80923,0,0,210706,Personal,0
28,130250,516,98,1017,64271,1,4,437003,Education,0
50,187390,700,62,6868,1026613,0,1,54118,Business,1
41,122916,626,69,703,467838,0,2,24098,Business,1
45,67484,555,58,1238,82332,1,2,52866,Personal,0
26,127754,681,85,5037,186565,0,0,43616,Personal,1
50,41108,545,87,2057,70262,1,1,192252,Car,0
65,125503,547,40,4526,603483,0,0,694434,Business,0
25,128033,661,83,5208,141397,0,2,75710,Personal,0
44,93749,550,10,1476,97503,1,3,111226,Personal,0
31,147207,677,188,2790,645869,0,2,303300,Business,1
65,183839,680,154,3506,1257093,0,2,416495,Home,1
55,70451,602,99,1839,91815,0,1,42706,Personal,0
43,159166,809,21,7973,968532,0,0,525722,Home,1
25,34452,685,29,690,96529,0,0,136181,Car,0
28,102286,725,109,6577,542297,0,0,353762,Home,1
49,72282,629,17,1608,408947,0,1,139853,Business,0
24,125350,546,44,3731,102233,1,1,224707,Medical,0
24,61566,745,22,1690,148091,0,0,240173,Business,1
40,44449,649,15,922,41854,0,2,10285,Personal,0
42,109246,580,69,4905,412718,0,1,256155,Home,0
45,51372,677,125,2250,35218,0,1,57548,Personal,0
35,192687,701,159,7750,970431,0,0,93579,Home,1
51,91585,795,197,2643,204388,0,0,372120,Home,1
30,60624,559,36,3130,60409,0,0,105032,Personal,0
48,77859,632,126,2417,68364,1,2,111899,Education,0
43,95124,763,36,3197,56372,0,2,101063,Personal,1
47,180146,621,133,2257,536067,1,3,720477,Car,1
54,210541,850,30,7805,241933,0,0,165764,Personal,1
35,115009,617,80,5930,444661,0,0,414453,Business,0
32,46837,516,177,2383,66204,0,1,188693,Education,0
20,52267,542,85,827,189156,1,5,48466,Business,0
18,78264,789,50,359,599691,0,0,277152,Home,1
38,83096,687,34,422,681203,0,0,75980,Home,1
39,78744,738,66,3843,247308,0,0,207421,Car,1
27,158034,631,31,4376,318275,0,0,529437,Car,1
30,113691,586,70,3374,308731,0,0,143289,Car,0
58,110454,621,8,4856,946947,0,0,40907,Home,0
51,148666,497,38,1255,606696,1,1,447978,Home,0
25,72542,493,39,3781,100153,1,1,153408,Personal,0
35,130386,739,44,4886,323628,0,2,100937,Car,1
45,84845,614,91,3325,454143,0,2,406174,Home,1
32,76746,607,141,2038,324069,0,0,279189,Business,1
30,196953,590,183,3432,870175,0,2,817914,Business,1
36,82527,755,7,1851,122296,0,1,122363,Personal,1
53,115389,586,61,86,162421,1,4,529727,Personal,0
54,59145,716,176,1367,55148,0,0,57303,Education,1
31,65031,605,54,1591,138639,1,4,196801,Car,0
46,95868,750,51,4972,73814,0,1,90168,Medical,1
40,130174,708,18,2802,405370,0,1,622367,Car,1
28,54707,566,91,2469,129836,1,5,207381,Business,0
36,196521,627,53,7279,1217713,0,1,367912,Home,1
25,165225,584,153,3412,454302,0,0,410372,Car,1
54,101524,655,76,3873,97915,0,0,522049,Personal,1
59,125539,668,100,3747,172591,0,3,112778,Personal,1
35,35296,682,69,890,95588,0,0,134626,Car,0
32,117363,694,21,1505,866169,0,0,44872,Home,1
53,167253,619,282,4544,737570,0,2,931092,Home,1
55,116040,602,96,3255,441453,1,5,584365,Business,0
27,82384,662,69,2241,62016,0,0,174758,Personal,1
38,95086,614,125,2579,107187,0,0,432113,Personal,1
39,185241,597,61,2598,631936,1,2,227811,Business,0
31,101501,741,67,6531,354692,0,1,104327,Home,0
45,100512,723,101,4125,268986,0,1,79718,Business,1
32,176031,679,47,7085,1135291,0,0,498118,Home,1
34,65199,688,115,983,118005,0,0,219347,Personal,1
39,65164,623,162,239,33752,0,0,278603,Personal,1
22,102464,632,36,1673,100495,0,0,301067,Personal,1
18,58511,633,85,2393,231827,0,0,128685,Business,0
51,44345,554,246,706,91320,1,3,58957,Car,0
31,73972,643,130,3364,128859,1,1,71455,Personal,0
65,187804,684,61,4063,459545,0,0,999647,Car,1
64,159178,689,118,1340,533800,0,1,86976,Business,1
34,68463,511,66,2207,380817,0,0,164838,Home,0
65,231861,714,86,1219,1807698,0,0,579261,Home,1
51,141051,669,75,2215,78982,0,1,109279,Personal,1
32,126807,544,128,4725,143250,1,2,506499,Personal,0
18,168397,634,18,4599,202948,0,0,214252,Personal,1
48,151891,595,98,1151,188912,0,0,490316,Personal,1
40,190487,664,78,1371,391108,1,1,259754,Car,1
45,82654,508,23,5357,95135,1,5,270407,Personal,0
37,102380,729,107,634,366364,0,2,409736,Business,1
26,101354,612,46,1648,70951,1,1,203418,Medical,0
35,79819,667,70,692,371638,0,2,37229,Home,0
48,88651,588,114,1599,92849,0,0,347704,Personal,0
36,54051,607,18,2478,60442,0,2,14618,Personal,0
36,162658,604,100,6756,874945,0,1,495157,Business,1
22,75162,667,78,468,87512,0,0,247402,Personal,1
41,112995,723,140,3492,127248,1,2,413825,Personal,1
27,100949,711,218,7535,134665,0,1,59696,Personal,0
51,76804,707,61,379,420779,0,1,383495,Home,1
31,75082,694,139,2756,319631,0,1,237219,Home,1
36,69264,640,54,1617,208774,0,1,243827,Home,1
65,103911,754,25,2736,225367,0,1,413549,Car,1
36,128282,610,152,6447,310749,1,3,205629,Car,0
35,92501,602,121,4520,949935,0,3,113025,Home,0
47,62247,700,86,869,68597,0,1,289093,Education,1
19,52144,602,55,743,385989,1,3,172659,Home,0
55,119370,579,42,4267,288844,0,0,596809,Car,0
52,48183,706,124,2130,56585,0,1,109861,Personal,1
46,70690,730,19,1221,248342,0,2,149453,Business,1
18,91389,603,126,4904,228515,1,1,56071,Car,0
37,37525,621,34,2506,29586,1,2,67378,Education,0
25,133883,678,15,5880,387542,0,2,457558,Car,0
53,59799,627,59,2844,44982,0,0,294620,Medical,0
53,171120,696,81,2874,149812,0,0,507736,Medical,1
45,40145,632,148,357,23714,0,1,186483,Medical,0
26,83508,712,107,3790,379841,0,1,325988,Home,0
58,82016,800,225,5026,360505,0,1,437037,Home,1
37,40914,688,45,1187,52479,0,2,41264,Personal,0
62,148737,571,26,4204,575617,0,1,771669,Business,0
43,80613,712,131,1796,84422,0,2,346243,Education,1
46,57572,598,116,1610,267189,1,4,185391,Business,0
34,174948,620,62,10365,236692,0,0,100371,Personal,0
57,88402,551,50,3070,106897,0,1,371847,Personal,0
47,145262,698,73,2096,595702,0,3,365750,Home,1
57,73654,624,87,2088,126113,1,2,421876,Car,0
42,148424,651,67,2927,972689,0,1,152076,Home,1
39,118673,677,79,2014,136883,0,0,143804,Personal,1
47,143080,559,73,3517,464924,0,1,739540,Home,1
57,133085,596,76,1985,120433,1,3,214147,Personal,0
52,159246,689,21,6646,782551,0,2,612211,Business,1
42,187007,691,138,4240,844567,0,0,958076,Business,1
18,60031,644,41,2254,72064,0,3,202950,Education,0
50,149719,658,45,2143,1000777,0,1,331982,Home,1
23,79502,543,98,5002,70794,0,0,94320,Personal,0
40,122564,615,100,3894,101590,0,0,289986,Medical,1
39,74924,708,455,2603,473138,0,1,244969,Home,1
23,163987,665,136,10376,353535,0,1,615900,Personal,1
44,189541,748,80,4411,190696,0,2,328962,Medical,1
65,151113,684,96,4034,274865,0,1,718637,Personal,1
36,128160,664,155,3098,1316836,0,1,598741,Home,1
49,173850,789,103,3831,662551,0,1,133006,Business,1
65,162575,622,234,4083,1595741,0,0,901839,Home,1
50,117013,703,34,2758,215534,0,2,102634,Personal,1
32,28077,551,246,915,47906,0,1,15858,Personal,0
43,63721,655,81,1803,74131,0,0,207755,Personal,1
46,153348,562,75,2224,381603,1,3,706529,Business,1
57,136658,579,50,2677,128609,1,3,444888,Personal,0
55,86530,625,151,3872,119761,0,1,484066,Personal,1
18,106740,674,109,3253,515096,0,3,201025,Home,1
30,148270,648,188,8434,790084,0,1,571993,Home,0
39,74015,724,171,522,126646,0,1,324199,Personal,1
28,73759,499,121,3593,72699,1,2,304543,Personal,0
18,106358,722,30,5235,124039,0,1,15797,Personal,0
31,107072,579,22,1787,92297,0,0,206834,Personal,1
40,154251,569,144,2856,445899,1,1,339527,Car,1
34,44182,710,12,1108,207460,0,0,35453,Home,1
28,73013,658,239,2965,236057,0,0,122208,Car,0
40,130023,630,93,1287,1222315,0,2,552270,Home,1
44,41204,747,29,1358,170647,0,0,44223,Business,1
34,54130,699,152,1286,67760,0,3,75952,Personal,1
56,28809,696,59,756,38922,0,1,80106,Personal,0
41,119340,551,54,4796,299907,1,2,28892,Business,0
30,49366,632,78,1336,77305,0,2,118345,Personal,1
27,194580,686,50,2523,246961,0,1,707819,Personal,1
37,117620,564,126,4818,455771,1,1,103921,Business,0
53,72850,658,30,2709,105642,0,1,391043,Personal,0
30,155389,589,142,5261,121464,0,1,262720,Personal,1
47,83264,674,86,1057,90349,0,0,133166,Personal,1
41,179798,687,135,8282,858087,0,0,446633,Home,1
64,102836,679,166,4939,412003,0,0,133528,Home,0
45,85939,641,11,2619,136146,1,3,186566,Personal,0
32,47664,607,45,1066,30778,0,2,141008,Personal,0
49,82727,700,70,2796,557346,0,3,328949,Home,1
49,175266,617,77,3560,249581,0,2,158543,Personal,1
35,116839,738,134,3962,537931,0,0,296938,Business,1
26,164196,750,46,4866,659772,0,0,612884,Business,1
46,90428,599,27,3152,184611,1,0,350715,Business,0
41,78238,723,63,3736,105282,0,2,381916,Personal,1
22,89633,707,71,4261,82466,0,0,161122,Medical,0
43,109242,582,88,1107,42511,1,1,525936,Medical,0
32,155762,589,61,6274,170233,0,0,366811,Personal,0
22,200800,592,69,8961,190862,0,1,494877,Personal,0
36,132185,595,31,4121,381525,1,4,580522,Car,0
55,106052,717,85,6778,565534,0,0,608002,Home,1
54,120530,768,125,2202,794006,0,0,54145,Home,1
51,50273,484,28,977,347786,1,4,14475,Home,0
43,150146,694,110,552,1054830,0,2,737647,Home,1
47,132107,712,203,7783,107092,0,0,96081,Personal,1
41,147413,717,100,989,875956,0,2,25805,Home,1
27,128336,749,17,1409,655175,0,0,340382,Home,1
29,103569,586,21,5476,424070,1,0,180334,Home,0
33,65677,653,149,3246,315398,0,2,247389,Car,0
57,93613,706,63,5306,199739,0,2,176306,Car,1
53,127326,689,67,4841,109471,0,0,430225,Personal,1
27,169732,672,118,3328,776262,0,1,78640,Business,1
41,185977,648,77,6585,157063,0,3,736569,Personal,1
35,50249,639,24,2459,411686,1,2,12150,Home,0
38,42089,624,75,1301,52372,0,0,20832,Personal,0
34,116784,660,108,2045,230692,0,1,23519,Car,0
57,64044,769,26,1665,146161,0,0,333524,Car,1
40,150854,697,81,5752,475390,0,1,166330,Car,1
43,201496,640,27,5060,229916,0,2,216514,Personal,1
43,143504,693,131,1603,677826,0,0,600517,Business,1
28,97862,580,236,5223,461828,0,0,125087,Business,0
41,37456,567,68,144,47646,0,1,45300,Personal,0
53,138793,662,123,5497,1309585,0,3,666529,Home,1
58,92784,772,86,3020,270018,0,3,11659,Car,1
26,56292,850,25,1060,190622,0,2,231729,Business,1
22,140508,677,109,1572,1063627,0,0,488424,Home,1
41,231829,605,120,3387,270419,1,1,341687,Personal,1
53,110941,623,118,3408,394716,0,1,13437,Home,1
44,58708,662,124,2992,334904,0,2,100887,Home,0
48,132372,640,191,1529,84135,0,2,478043,Medical,1
24,101073,592,48,4990,252970,0,1,109938,Business,0
33,178092,543,93,6498,1015230,0,1,165817,Home,0
18,91853,781,42,3685,444209,0,3,92820,Home,1
38,48927,800,89,1959,276865,0,3,66252,Home,0
18,39153,691,98,1246,283785,0,1,10370,Home,0
56,78837,704,262,1458,93544,0,2,256718,Personal,1
59,63046,661,175,955,109209,1,5,145860,Personal,0
42,170828,717,135,6448,174252,0,1,237267,Personal,1
22,59458,567,71,3992,42687,1,1,24266,Personal,0
45,208304,702,119,10825,1143435,0,1,984010,Home,1
62,48148,666,85,734,41797,1,1,67294,Personal,0
46,166452,627,140,5512,835651,0,0,606842,Home,1
54,33207,585,239,1645,209383,1,2,150257,Home,0
34,138881,609,102,2373,409171,1,5,84833,Business,0
30,85748,657,84,1099,73126,0,1,98237,Personal,1
39,45082,648,36,1447,43862,0,0,115664,Medical,0
18,164254,517,119,7077,1337124,0,1,406897,Home,0
65,69637,629,28,3324,134815,0,1,176583,Car,0
42,141440,661,121,3094,1099687,0,0,111583,Home,1
50,134934,678,32,5950,615757,0,2,549182,Home,0
34,85497,614,102,239,70717,0,1,171214,Education,1
21,97227,766,76,6009,313193,0,0,294566,Business,1
57,89251,689,97,2602,320254,0,0,29900,Business,1
27,69705,779,64,4439,92884,0,0,53115,Personal,1
44,93047,737,41,581,216002,0,1,272649,Car,1
45,47360,707,74,1543,258973,0,0,132182,Home,0
41,128461,638,55,6500,103883,0,0,550014,Personal,0
31,148446,710,131,5233,169631,0,2,130385,Education,1
38,112361,703,57,4210,104536,0,2,451957,Personal,1
29,113374,715,48,2684,227503,0,0,103997,Car,1
50,124173,560,72,2614,135804,0,0,73492,Education,1
47,44806,797,135,2238,104426,0,2,164293,Car,1
40,67122,714,128,3088,365795,0,3,279094,Business,1
33,140370,748,138,576,647977,0,0,375976,Business,1
65,158390,694,35,6452,577977,0,3,871247,Car,1
24,131364,701,77,6329,121025,0,1,511449,Personal,1
21,34601,715,44,1396,50138,0,1,93666,Personal,1
39,63900,749,203,2997,283252,0,1,275080,Business,1
37,108648,740,71,2525,31477,0,1,133381,Personal,1
53,176123,750,71,2813,152458,0,0,929602,Personal,1
48,156999,665,84,6280,526292,1,2,379622,Home,1
40,64110,581,25,2767,64378,1,6,260144,Education,0
46,130239,583,98,4027,947836,0,4,673190,Home,0
46,127520,603,102,5681,110427,1,1,603715,Personal,0
65,92992,721,12,1384,531252,0,0,608052,Home,1
43,95927,569,13,3648,599719,1,3,412104,Home,0
32,19061,794,65,300,22903,0,0,81615,Personal,1
42,126271,793,118,2309,622707,0,1,580694,Home,1
18,86990,550,35,5215,99622,0,0,40384,Medical,0
40,126293,671,40,2654,77047,0,2,61224,Education,1
53,90516,604,129,1319,150757,0,1,32002,Personal,0
47,164828,612,112,5510,693955,0,1,755199,Business,1
44,51400,610,55,2247,64560,0,3,202869,Medical,0
48,122685,549,22,434,892597,0,1,634970,Home,1
53,125194,703,56,5394,212037,0,0,634007,Personal,1
57,27344,659,129,615,196369,0,1,53470,Home,0
45,133398,699,85,1314,506429,0,2,385515,Home,1
36,177478,709,107,4110,295238,0,0,120982,Personal,1
18,122071,670,39,4583,150019,0,0,364961,Personal,1
52,156579,524,124,5123,687204,0,1,64585,Home,0
46,62431,740,75,1506,277945,0,1,198584,Business,1
42,150243,709,322,6420,177788,0,1,310341,Personal,1
32,87502,666,153,223,119617,0,1,368450,Personal,1
52,141355,700,28,2109,155350,0,2,564764,Personal,1
37,186715,656,123,3287,320139,0,1,600693,Car,1
40,150765,779,97,6757,1035506,0,1,113336,Home,1
39,46262,643,126,456,148508,0,1,130470,Business,1
45,186258,628,108,5530,350946,0,0,613687,Car,1
26,94862,659,51,2701,132336,0,0,374021,Personal,1
47,70236,642,50,1786,161670,0,1,158149,Personal,1
31,170730,711,15,9277,313222,0,1,333505,Personal,1
32,142118,710,50,5804,817234,0,1,497149,Home,0
51,160090,765,196,956,151249,0,1,549507,Personal,1
28,67416,598,41,2497,289587,0,0,222420,Business,0
51,127234,673,43,2149,216148,0,0,58200,Personal,1
41,171999,631,73,816,178400,0,1,225875,Personal,1
20,79940,671,63,4669,522220,0,1,13742,Home,0
56,159884,598,48,5807,225080,0,1,441170,Personal,1
44,125137,754,199,4144,115947,0,0,448276,Personal,1
45,182543,611,56,2319,485502,0,0,230168,Car,1
52,98416,614,134,3226,67238,0,0,389829,Medical,1
58,125116,738,59,3918,166893,0,0,495824,Personal,1
42,130482,763,32,5971,514625,0,0,324789,Home,1
47,79046,725,99,2910,294743,0,2,24380,Car,1
44,123635,696,63,5880,368387,0,1,405267,Car,1
36,44630,645,59,834,80699,1,5,95437,Personal,0
21,136079,581,108,3837,135421,1,5,173371,Education,0
43,146066,792,11,2200,766317,0,0,237160,Home,1
57,84108,714,172,2098,454610,0,1,185021,Home,1
47,59803,812,16,2253,248510,0,0,240360,Home,1
27,86552,625,87,1358,149610,0,1,355093,Personal,1
53,59971,800,246,2190,74563,0,0,244237,Personal,1
36,107741,640,143,2155,226113,0,1,338416,Car,1
18,79499,680,79,2268,88735,0,1,98375,Personal,1
52,146158,643,59,5212,749099,0,3,422602,Home,0
29,181642,765,37,8170,225355,0,1,286568,Personal,1
61,30926,608,62,1411,99167,0,1,30481,Home,0
54,98283,652,66,4191,552511,1,4,533655,Business,0
37,150874,813,108,2923,155427,0,0,722225,Personal,1
46,60470,644,71,1436,167040,0,2,250718,Business,1
65,91700,739,211,3961,158430,0,2,210313,Car,1
52,161111,729,139,5757,388331,0,1,765180,Home,1
43,65935,638,151,2782,61639,1,3,40149,Medical,0
65,133624,689,46,4813,150657,0,2,625032,Personal,1
41,103506,708,87,2834,104657,0,1,299520,Personal,1
47,102987,606,42,3096,290143,0,2,219477,Business,1
29,211831,586,61,1125,961399,0,1,468491,Home,1
20,91684,575,60,4632,1054161,0,1,139853,Home,0
37,86522,670,53,2287,583752,0,2,310323,Home,0
40,169775,795,225,5624,1815252,0,1,57741,Home,1
44,73551,617,194,1094,411061,1,2,37342,Home,0
23,91614,649,55,2569,286036,0,0,33078,Business,0
48,117456,725,152,817,202312,0,1,352079,Personal,1
30,186844,742,104,7134,95507,0,0,641584,Medical,1
47,92029,635,76,2742,147521,0,0,248456,Car,0
51,54662,650,71,836,347865,0,0,216346,Home,1
35,74838,615,141,2113,128297,1,5,250905,Car,0
28,131606,630,88,7013,127232,0,0,317662,Education,1
59,118731,616,101,2680,342282,0,3,447640,Business,1
50,91939,686,40,1696,61141,0,1,197518,Medical,1
42,64346,593,112,1249,72977,0,2,33161,Personal,0
58,72007,634,71,1963,80895,0,0,123355,Personal,0
41,35672,607,37,1248,110631,1,5,100504,Business,0
33,100532,641,34,5477,194156,0,1,451815,Car,0
28,57429,715,88,1599,42150,0,1,172103,Personal,1
39,133378,630,43,3760,466554,0,1,33922,Business,1
49,178410,655,45,8989,720494,1,4,871383,Business,0
57,139293,697,64,6265,167240,0,2,543443,Medical,1
40,156835,779,81,3218,789753,0,0,410172,Business,1
55,41964,610,120,1820,140947,0,0,95623,Business,0
37,129655,705,146,3858,132536,0,1,32032,Personal,1
31,82489,619,230,4055,296232,0,1,124732,Car,0
24,38831,704,223,1654,52841,0,3,30800,Personal,0
34,141296,596,45,4379,151588,0,0,277699,Education,0
25,101239,652,160,1495,79419,0,1,269694,Personal,1
64,151617,605,53,6098,910919,0,0,346988,Home,0
45,45064,805,151,1673,77145,0,1,171405,Personal,1
39,158584,640,210,4916,271169,1,4,368250,Personal,1
61,200442,640,145,7734,265514,1,1,1148467,Personal,1
24,64819,544,69,1351,107104,1,8,28425,Personal,0
38,138702,682,207,6796,974427,0,3,282440,Home,1
64,64407,598,160,1037,118305,0,2,8947,Business,0
38,117625,616,123,6290,873124,0,0,342398,Home,0
65,76520,504,47,2767,425618,0,2,412503,Home,0
49,45023,646,86,1869,77185,0,1,199973,Personal,0
56,165089,566,109,7287,205663,0,0,165476,Education,0
56,71772,634,54,1272,70259,0,1,243835,Personal,0
40,121302,617,110,5240,113645,0,0,343379,Personal,1
34,21691,627,189,216,129039,0,1,34205,Home,0
39,120829,597,134,2169,654000,0,1,529331,Home,1
28,46731,633,65,368,305975,0,1,135135,Home,1
39,190487,537,67,2087,223557,1,4,782488,Education,0
40,211094,562,165,9733,857920,0,1,321134,Business,0
60,40035,569,222,1378,112045,0,1,230833,Car,0
47,66441,805,154,1995,89578,0,2,319343,Personal,1
65,77222,752,270,1486,70691,0,1,72127,Personal,1
18,47928,731,127,3208,351646,0,2,168971,Home,0
25,133878,730,110,3854,164857,0,1,199081,Personal,1
36,153326,617,43,3551,253645,0,1,369240,Personal,1
58,123056,593,231,4459,51982,0,0,194925,Medical,0
39,124301,762,66,1310,740765,0,1,474270,Home,1
22,145716,739,135,5920,586993,0,1,28435,Home,1
37,100057,710,35,2585,518964,0,0,157110,Business,1
26,192827,640,36,2801,204896,1,4,99218,Car,0
23,77427,756,57,2908,65727,0,1,241304,Personal,1
64,33417,664,130,1066,240261,0,0,140460,Home,0
36,71432,597,102,2177,320557,1,1,333456,Home,0
42,95251,692,136,3382,354152,0,2,175501,Business,1
39,80978,795,219,1021,120497,0,0,136201,Personal,1
37,117819,607,62,3427,155293,1,1,125452,Medical,0
30,162674,655,63,2445,237723,0,2,293258,Personal,1
36,102940,617,146,1912,425634,0,0,218654,Home,1
44,80535,606,46,2742,505925,0,1,404665,Home,0
57,177122,719,85,2523,156867,0,1,620045,Education,1
51,103830,595,76,2234,379097,0,4,315501,Home,1
25,135815,629,180,3266,684852,0,1,486822,Home,1
52,122743,652,124,1318,466862,0,2,668207,Car,1
46,142255,850,125,4753,94962,0,1,561783,Personal,1
33,31194,538,118,866,214224,1,2,84427,Home,0
42,124033,659,80,4652,135936,0,2,78913,Medical,0
47,67921,542,58,1614,423267,0,2,92270,Home,0
41,47403,683,99,1141,188430,0,3,44997,Business,0
46,177692,636,40,7941,853949,0,2,744410,Home,0
30,85350,685,278,2715,348784,0,0,55912,Home,1
64,49119,686,103,1133,105561,0,1,235406,Personal,1
18,142873,668,41,7066,735032,0,3,391891,Business,1
47,31236,645,69,1681,100878,1,4,57621,Business,0
44,166829,683,114,5659,534339,0,3,264860,Business,1
48,97373,682,51,5386,909574,0,1,209974,Home,0
31,37262,850,40,1190,161071,0,0,25528,Home,1
54,70883,721,78,946,124236,0,0,52622,Personal,1
39,139175,754,150,4865,345301,0,0,641191,Car,1
26,142669,553,221,5309,639767,1,2,434940,Home,0
27,87173,702,165,2344,234943,0,0,197143,Business,1
41,51124,634,195,1788,105985,0,0,53865,Car,0
21,62101,735,93,198,219041,1,0,39520,Car,0
62,96663,732,99,1477,412637,0,0,505501,Home,1
53,122834,691,20,2056,890915,0,0,694383,Home,1
62,110213,556,77,4206,672803,0,1,429425,Home,0
61,132419,685,82,6783,203053,0,0,633181,Personal,1
36,150959,706,64,2134,570060,1,6,342495,Home,1
30,126769,600,52,2676,123252,1,2,535242,Medical,0
18,79863,761,32,377,523879,0,1,259048,Home,1
35,51966,705,54,2123,71464,0,0,93702,Personal,1
61,153191,629,42,4090,163930,0,1,668908,Personal,1
30,79634,670,106,941,32771,0,2,166183,Medical,1
37,45000,806,161,1194,367332,0,1,101219,Home,1
33,55065,762,59,2150,334087,0,0,166820,Home,1
44,87412,734,48,1840,105436,0,1,176119,Personal,1
55,186532,717,100,1956,645378,0,0,993010,Business,1
22,72749,688,82,1676,566272,0,2,234156,Home,1
24,117153,739,64,1711,129113,1,4,322564,Medical,1
58,66486,756,105,1439,85984,0,0,92037,Personal,1
49,38328,671,70,945,57611,0,1,31587,Personal,0
37,149243,574,74,3115,415685,0,1,224389,Business,1
60,157931,628,55,1505,189830,0,0,805454,Personal,1
24,193614,535,149,4789,275142,0,0,398116,Personal,1
